gvkey,datadate,fyearq,fqtr,fyr,indfmt,consol,popsrc,datafmt,Ticker,Company Name,curcdq,datacqtr,datafqtr,Capitalized Software,Cash,Common Share Outstanding,Invested Capital - Total - Quarterly,Intangible Assets - Total,Net Income (Loss),Revenue - Total,Research and Development Expense,exchg,costat,Market Value - Total,Price Close - Quarter,GIC Sub-Industries
1891,6/30/2021,2021,4,6,INDL,C,D,STD,ADP,AUTOMATIC DATA PROCESSING,USD,2021Q2,2021Q4,860.4,2575.2,423.7,8998.3,3548.5,538.2,3737,194.8,14,A,84155.294,198.62,45102020
1891,9/30/2021,2022,1,6,INDL,C,D,STD,ADP,AUTOMATIC DATA PROCESSING,USD,2021Q3,2022Q1,863.1,1602.1,422,8681.9,3537.4,700.5,3832.3,188.8,14,A,84366.24,199.92,45102020
2504,3/31/2019,2019,1,12,INDL,C,D,STD,UIS,UNISYS CORP,USD,2019Q1,2019Q1,170.7,504.6,51.767,-518.2,348.3,-19.4,552.5,9,11,A,604.1209,11.67,45102010
2504,6/30/2019,2019,2,12,INDL,C,D,STD,UIS,UNISYS CORP,USD,2019Q2,2019Q2,177.8,507.2,51.784,-449,355.6,26.2,562.9,7.2,11,A,503.3405,9.72,45102010
2504,9/30/2019,2019,3,12,INDL,C,D,STD,UIS,UNISYS CORP,USD,2019Q3,2019Q3,183.3,425.4,62.395,-470,359.5,-13.2,545.3,5.9,11,A,463.5949,7.43,45102010
2504,12/31/2019,2019,4,12,INDL,C,D,STD,UIS,UNISYS CORP,USD,2019Q4,2019Q4,186.8,538.8,62.4,-578.6,364,-10.8,544.6,9.2,11,A,740.064,11.86,45102010
2504,3/31/2020,2020,1,12,INDL,C,D,STD,UIS,UNISYS CORP,USD,2020Q1,2020Q1,190.5,789.6,62.97,-108.8,299.1,1015.3,514.5,6.2,11,A,777.6795,12.35,45102010
2504,6/30/2020,2020,2,12,INDL,C,D,STD,UIS,UNISYS CORP,USD,2020Q2,2020Q2,187.5,782.2,63.017,-143.5,296.1,-78.6,438.8,3.2,11,A,687.5155,10.91,45102010
2504,9/30/2020,2020,3,12,INDL,C,D,STD,UIS,UNISYS CORP,USD,2020Q3,2020Q3,191.5,774,63.038,-102.6,300.1,-12.9,495.1,6.7,11,A,672.6155,10.67,45102010
2504,12/31/2020,2020,4,12,INDL,C,D,STD,UIS,UNISYS CORP,USD,2020Q4,2020Q4,193.6,898.5,63,277.4,302.2,-173.1,576.9,10.5,11,A,1239.84,19.68,45102010
2504,3/31/2021,2021,1,12,INDL,C,D,STD,UIS,UNISYS CORP,USD,2021Q1,2021Q1,195.5,716.6,67.023,292.9,304.1,-157.8,509.8,5.6,11,A,1703.7247,25.42,45102010
2504,6/30/2021,2021,2,12,INDL,C,D,STD,UIS,UNISYS CORP,USD,2021Q2,2021Q2,188.9,596.7,67.116,307.8,449.1,-140.8,517.3,6.8,11,A,1698.706,25.31,45102010
2504,9/30/2021,2021,3,12,INDL,C,D,STD,UIS,UNISYS CORP,USD,2021Q3,2021Q3,184.8,615.4,67.152,311.9,444.2,-18.7,488,6.7,11,A,1688.2013,25.14,45102010
2536,3/31/2019,2018,4,3,INDL,C,D,STD,RAMP,LIVERAMP HOLDINGS INC,USD,2019Q1,2018Q4,6.861,1061.473,68.698,1330.832,235.734,-45.461,78.316,31.318,11,A,3748.8499,54.57,45102010
2536,6/30/2019,2019,1,3,INDL,C,D,STD,RAMP,LIVERAMP HOLDINGS INC,USD,2019Q2,2019Q1,7.1,1005.477,68.65,1288.157,236.932,-42.14,82.511,23.722,11,A,3328.152,48.48,45102010
2536,9/30/2019,2019,2,3,INDL,C,D,STD,RAMP,LIVERAMP HOLDINGS INC,USD,2019Q3,2019Q2,27.413,777.443,67.538,1200.558,355.763,-40.202,90.143,26.445,11,A,2901.4325,42.96,45102010
2536,12/31/2019,2019,3,3,INDL,C,D,STD,RAMP,LIVERAMP HOLDINGS INC,USD,2019Q4,2019Q3,24.891,767.2,67.35,1155.141,350.373,-38.04,102.217,27.403,11,A,3237.5145,48.07,45102010
2536,3/31/2020,2019,4,3,INDL,C,D,STD,RAMP,LIVERAMP HOLDINGS INC,USD,2020Q1,2019Q4,0.889,717.811,65.857,1098.961,343.885,-4.129,105.701,28.411,11,A,2168.0124,32.92,45102010
2536,6/30/2020,2020,1,3,INDL,C,D,STD,RAMP,LIVERAMP HOLDINGS INC,USD,2020Q2,2020Q1,0.639,649.895,65.805,1067.689,338.943,-21.728,99.437,26.989,11,A,2794.7384,42.47,45102010
2536,9/30/2020,2020,2,3,INDL,C,D,STD,RAMP,LIVERAMP HOLDINGS INC,USD,2020Q3,2020Q2,0.42,650.691,66.189,1058.162,337.87,-23.968,104.661,31.035,11,A,3426.6045,51.77,45102010
2536,12/31/2020,2020,3,3,INDL,C,D,STD,RAMP,LIVERAMP HOLDINGS INC,USD,2020Q4,2020Q3,,663.401,66.895,1063.81,333.898,-11.725,119.753,30.608,11,A,4896.0451,73.19,45102010
2536,3/31/2021,2020,4,3,INDL,C,D,STD,RAMP,LIVERAMP HOLDINGS INC,USD,2021Q1,2020Q4,,572.787,68.229,1084.841,397.176,-32.847,119.175,46.479,11,A,3539.7205,51.88,45102010
2536,6/30/2021,2021,1,3,INDL,C,D,STD,RAMP,LIVERAMP HOLDINGS INC,USD,2021Q2,2021Q1,,541.024,68.22,1083.643,402.848,17.365,119.038,34.776,11,A,3196.107,46.85,45102010
2536,9/30/2021,2021,2,3,INDL,C,D,STD,RAMP,LIVERAMP HOLDINGS INC,USD,2021Q3,2021Q2,,535.59,68.038,1110.632,397.865,-6.431,127.29,35.788,11,A,3213.4347,47.23,45102010
2573,3/31/2019,2019,2,9,INDL,C,D,STD,CSPI,CSP INC,USD,2019Q1,2019Q2,,18.188,4.137,32.675,0.041,-0.619,16.35,0.781,14,A,46.1276,11.15,45102010
2573,6/30/2019,2019,3,9,INDL,C,D,STD,CSPI,CSP INC,USD,2019Q2,2019Q3,,16.793,4.136,32.569,0.039,0.532,21.57,0.583,14,A,63.074,15.25,45102010
2573,9/30/2019,2019,4,9,INDL,C,D,STD,CSPI,CSP INC,USD,2019Q3,2019Q4,,18.099,4.154,31.412,0.037,-0.334,22.161,0.691,14,A,55.7475,13.4202,45102010
2573,12/31/2019,2020,1,9,INDL,C,D,STD,CSPI,CSP INC,USD,2019Q4,2020Q1,,17.627,4.154,33.555,0.035,-0.54,16.858,0.672,14,A,54.2097,13.05,45102010
2573,3/31/2020,2020,2,9,INDL,C,D,STD,CSPI,CSP INC,USD,2020Q1,2020Q2,,15.242,4.254,31.894,0.032,-0.732,16.883,0.716,14,A,29.7355,6.99,45102010
2573,6/30/2020,2020,3,9,INDL,C,D,STD,CSPI,CSP INC,USD,2020Q2,2020Q3,,19.976,4.253,33.013,0.03,-0.21,13.78,0.693,14,A,35.1689,8.2692,45102010
2573,9/30/2020,2020,4,9,INDL,C,D,STD,CSPI,CSP INC,USD,2020Q3,2020Q4,,19.264,4.276,33.461,0.028,0.036,14.272,0.717,14,A,36.9019,8.63,45102010
2573,12/31/2020,2021,1,9,INDL,C,D,STD,CSPI,CSP INC,USD,2020Q4,2021Q1,,19.927,4.276,33.577,0.026,1.151,11.388,0.729,14,A,33.0535,7.73,45102010
2573,3/31/2021,2021,2,9,INDL,C,D,STD,CSPI,CSP INC,USD,2021Q1,2021Q2,,20.397,4.394,32.907,0.023,-0.847,14.088,0.762,14,A,38.2278,8.7,45102010
2573,6/30/2021,2021,3,9,INDL,C,D,STD,CSPI,CSP INC,USD,2021Q2,2021Q3,,19.653,4.377,32.546,0.021,-0.423,13.721,0.7,14,A,46.2211,10.56,45102010
2578,3/31/2019,2019,1,12,INDL,C,D,STD,TLS,TELOS CORP/MD,USD,2019Q1,2019Q1,,0.221,49.196,32.456,14.916,-3.413,31.166,,14,A,,,45103020
2578,6/30/2019,2019,2,12,INDL,C,D,STD,TLS,TELOS CORP/MD,USD,2019Q2,2019Q2,,0.776,49.196,30.859,14.916,-1.741,36.048,,14,A,,,45103020
2578,9/30/2019,2019,3,12,INDL,C,D,STD,TLS,TELOS CORP/MD,USD,2019Q3,2019Q3,,1.796,49.196,40.19,14.916,2.233,45.531,,14,A,,,45103020
2578,12/31/2019,2019,4,12,INDL,C,D,STD,TLS,TELOS CORP/MD,USD,2019Q4,2019Q4,,6.751,49.181,39.044,14.916,-3.48,46.473,4.2,14,A,,,45103020
2578,3/31/2020,2020,1,12,INDL,C,D,STD,TLS,TELOS CORP/MD,USD,2020Q1,2020Q1,,6.383,49.136,21.859,14.916,-2.244,38.98,3.657,14,A,,,45103020
2578,6/30/2020,2020,2,12,INDL,C,D,STD,TLS,TELOS CORP/MD,USD,2020Q2,2020Q2,,2.405,49.236,24.478,14.916,0.266,48.609,3.815,14,A,,,45103020
2578,9/30/2020,2020,3,12,INDL,C,D,STD,TLS,TELOS CORP/MD,USD,2020Q3,2020Q3,,10.326,62.439,27.213,14.916,-0.2,47.44,3.598,14,A,,,45103020
2578,12/31/2020,2020,4,12,INDL,C,D,STD,TLS,TELOS CORP/MD,USD,2020Q4,2020Q4,,106.045,64.625,142.346,14.916,3.865,44.888,3.173,14,A,,32.98,45103020
2578,3/31/2021,2021,1,12,INDL,C,D,STD,TLS,TELOS CORP/MD,USD,2021Q1,2021Q1,,93.761,66.735,140.703,14.916,-14.778,55.757,4.061,14,A,2530.5912,37.92,45103020
2578,6/30/2021,2021,2,12,INDL,C,D,STD,TLS,TELOS CORP/MD,USD,2021Q2,2021Q2,,130.996,66.755,178.933,14.916,-18.729,52.56,5.327,14,A,2270.3376,34.01,45103020
2578,9/30/2021,2021,3,12,INDL,C,D,STD,TLS,TELOS CORP/MD,USD,2021Q3,2021Q3,,134.135,66.755,185.225,33.744,-5.387,70.066,5.395,14,A,1897.1771,28.42,45103020
3336,3/31/2019,2018,4,3,INDL,C,D,STD,DXC,DXC TECHNOLOGY CO,USD,2019Q1,2018Q4,1629,2899,268.425,17195,13545,274,5280,,11,A,17262.4118,64.31,45102010
3336,6/30/2019,2019,1,3,INDL,C,D,STD,DXC,DXC TECHNOLOGY CO,USD,2019Q2,2019Q1,1756,1868,261.713,20239,15274,163,4890,,11,A,14433.472,55.15,45102010
3336,9/30/2019,2019,2,3,INDL,C,D,STD,DXC,DXC TECHNOLOGY CO,USD,2019Q3,2019Q2,1757,2880,255.608,17707,12077,-2119,4851,,11,A,7540.436,29.5,45102010
3336,12/31/2019,2019,3,3,INDL,C,D,STD,DXC,DXC TECHNOLOGY CO,USD,2019Q4,2019Q3,1595,2560,253.473,17513,12143,82,5021,,11,A,9528.0501,37.59,45102010
3336,3/31/2020,2019,4,3,INDL,C,D,STD,DXC,DXC TECHNOLOGY CO,USD,2020Q1,2019Q4,1434,3679,253.525,14864,7748,-3495,4815,,11,A,3308.5013,13.05,45102010
3336,6/30/2020,2020,1,3,INDL,C,D,STD,DXC,DXC TECHNOLOGY CO,USD,2020Q2,2020Q1,1357,5509,254.091,16484,7597,-205,4502,,11,A,4192.5015,16.5,45102010
3336,9/30/2020,2020,2,3,INDL,C,D,STD,DXC,DXC TECHNOLOGY CO,USD,2020Q3,2020Q2,1187,3079,254.194,13989,4871,-244,4554,,11,A,4537.3629,17.85,45102010
3336,12/31/2020,2020,3,3,INDL,C,D,STD,DXC,DXC TECHNOLOGY CO,USD,2020Q4,2020Q3,1110,3919,254.39,12552,4755,1098,4288,,11,A,6550.5425,25.75,45102010
3336,3/31/2021,2020,4,3,INDL,C,D,STD,DXC,DXC TECHNOLOGY CO,USD,2021Q1,2020Q4,1281,2968,254.595,10691,4684,-798,4385,,11,A,7958.6397,31.26,45102010
3336,6/30/2021,2021,1,3,INDL,C,D,STD,DXC,DXC TECHNOLOGY CO,USD,2021Q2,2021Q1,1224,2460,253.984,10473,4527,278,4141,,11,A,9890.137,38.94,45102010
3336,9/30/2021,2021,2,3,INDL,C,D,STD,DXC,DXC TECHNOLOGY CO,USD,2021Q3,2021Q2,1152,2699,252.229,10308,4322,-188,4027,,11,A,8477.4167,33.61,45102010
3342,3/31/2019,2019,1,12,INDL,C,D,STD,CTG,COMPUTER TASK GROUP INC,USD,2019Q1,2019Q1,,13.129,14.277,85.509,24.773,0.632,97.238,,14,A,61.3911,4.3,45102010
3342,6/30/2019,2019,2,12,INDL,C,D,STD,CTG,COMPUTER TASK GROUP INC,USD,2019Q2,2019Q2,,11.29,14.453,92.107,24.99,0.943,100.408,,14,A,57.9565,4.01,45102010
3342,9/30/2019,2019,3,12,INDL,C,D,STD,CTG,COMPUTER TASK GROUP INC,USD,2019Q3,2019Q3,,10.693,14.7,83.728,25.797,0.879,97.204,,14,A,73.5,5,45102010
3342,12/31/2019,2019,4,12,INDL,C,D,STD,CTG,COMPUTER TASK GROUP INC,USD,2019Q4,2019Q4,,10.781,14.707,86.875,25.12,1.671,99.32,,14,A,76.1823,5.18,45102010
3342,3/31/2020,2020,1,12,INDL,C,D,STD,CTG,COMPUTER TASK GROUP INC,USD,2020Q1,2020Q1,,31.481,15.068,93.74,27.687,1.144,86.949,,14,A,57.7104,3.83,45102010
3342,6/30/2020,2020,2,12,INDL,C,D,STD,CTG,COMPUTER TASK GROUP INC,USD,2020Q2,2020Q2,,34.319,15.183,97.125,27.71,1.759,89.146,,14,A,61.1875,4.03,45102010
3342,9/30/2020,2020,3,12,INDL,C,D,STD,CTG,COMPUTER TASK GROUP INC,USD,2020Q3,2020Q3,,33.412,15.182,96.231,29.201,2.831,88.648,,14,A,75.4545,4.97,45102010
3342,12/31/2020,2020,4,12,INDL,C,D,STD,CTG,COMPUTER TASK GROUP INC,USD,2020Q4,2020Q4,,32.865,15.176,95.072,30.372,1.905,101.348,,14,A,92.8771,6.12,45102010
3342,3/31/2021,2021,1,12,INDL,C,D,STD,CTG,COMPUTER TASK GROUP INC,USD,2021Q1,2021Q1,,33.524,15.382,97.402,28.806,1.508,97.129,,14,A,146.8981,9.55,45102010
3342,6/30/2021,2021,2,12,INDL,C,D,STD,CTG,COMPUTER TASK GROUP INC,USD,2021Q2,2021Q2,,29.209,15.328,99.41,28.713,1.833,92.164,,14,A,148.2218,9.67,45102010
3342,9/30/2021,2021,3,12,INDL,C,D,STD,CTG,COMPUTER TASK GROUP INC,USD,2021Q3,2021Q3,,31.028,15.344,100.866,27.814,1.672,90.603,,14,A,122.4451,7.98,45102010
4384,3/31/2019,2019,1,12,INDL,C,D,STD,MARA,MARATHON DIGITAL HOLDNGS INC,USD,2019Q1,2019Q1,,1.964,25.542,2.337,1.127,-1.045,0.231,,14,A,13.2946,0.5205,45103010
4384,6/30/2019,2019,2,12,INDL,C,D,STD,MARA,MARATHON DIGITAL HOLDNGS INC,USD,2019Q2,2019Q2,,1.688,6.385,1.88,1.109,-0.566,0.355,,14,A,18.4527,2.89,45103010
4384,9/30/2019,2019,3,12,INDL,C,D,STD,MARA,MARATHON DIGITAL HOLDNGS INC,USD,2019Q3,2019Q3,,1.343,7.703,3.624,1.091,-0.754,0.322,,14,A,13.4803,1.75,45103010
4384,12/31/2019,2019,4,12,INDL,C,D,STD,MARA,MARATHON DIGITAL HOLDNGS INC,USD,2019Q4,2019Q4,,0.693,8.459,4.767,1.074,-1.152,0.277,,14,A,7.4558,0.8814,45103010
4384,3/31/2020,2020,1,12,INDL,C,D,STD,MARA,MARATHON DIGITAL HOLDNGS INC,USD,2020Q1,2020Q1,,0.475,9.212,4.264,1.055,-1.058,0.592,,14,A,4.1454,0.45,45103010
4384,6/30/2020,2020,2,12,INDL,C,D,STD,MARA,MARATHON DIGITAL HOLDNGS INC,USD,2020Q2,2020Q2,,0.775,24.526,9.788,1.038,-2.161,0.287,,14,A,22.3187,0.91,45103010
4384,9/30/2020,2020,3,12,INDL,C,D,STD,MARA,MARATHON DIGITAL HOLDNGS INC,USD,2020Q3,2020Q3,,17.252,38.962,36.394,1.02,-1.995,0.835,,14,A,76.3655,1.96,45103010
4384,12/31/2020,2020,4,12,INDL,C,D,STD,MARA,MARATHON DIGITAL HOLDNGS INC,USD,2020Q4,2020Q4,,141.322,81.975,311.807,1.002,-5.234,2.643,,14,A,855.819,10.44,45103010
4384,3/31/2021,2021,1,12,INDL,C,D,STD,MARA,MARATHON DIGITAL HOLDNGS INC,USD,2021Q1,2021Q1,,211.934,99.37,683.786,0.984,83.357,9.153,,14,A,4771.7474,48.02,45103010
4384,6/30/2021,2021,2,12,INDL,C,D,STD,MARA,MARATHON DIGITAL HOLDNGS INC,USD,2021Q2,2021Q2,,170.616,99.634,580.519,0.967,-108.885,29.322,,14,A,3125.5186,31.37,45103010
4384,9/30/2021,2021,3,12,INDL,C,D,STD,MARA,MARATHON DIGITAL HOLDNGS INC,USD,2021Q3,2021Q3,,32.854,102.507,660.416,0.949,-22.172,51.707,,14,A,3237.1711,31.58,45103010
5342,3/31/2019,2019,1,12,INDL,C,D,STD,MGI,MONEYGRAM INTERNATIONAL INC,USD,2019Q1,2019Q1,,129.9,65.225,669.9,442.2,-13.5,315.4,,14,A,132.9876,2.04,45102020
5342,6/30/2019,2019,2,12,INDL,C,D,STD,MGI,MONEYGRAM INTERNATIONAL INC,USD,2019Q2,2019Q2,,133.5,70.912,655.1,442.2,-27.2,323.8,,14,A,175.0662,2.47,45102020
5342,9/30/2019,2019,3,12,INDL,C,D,STD,MGI,MONEYGRAM INTERNATIONAL INC,USD,2019Q3,2019Q3,,119.1,70.96,643,442.2,-7.7,322.2,,14,A,282.2815,3.98,45102020
5342,12/31/2019,2019,4,12,INDL,C,D,STD,MGI,MONEYGRAM INTERNATIONAL INC,USD,2019Q4,2019Q4,,146.8,71.641,657.7,443.8,-11.9,323.7,,14,A,150.3726,2.1,45102020
5342,3/31/2020,2020,1,12,INDL,C,D,STD,MGI,MONEYGRAM INTERNATIONAL INC,USD,2020Q1,2020Q1,,131,72.34,609.8,442.2,-21.5,290.9,,14,A,94.7196,1.31,45102020
5342,6/30/2020,2020,2,12,INDL,C,D,STD,MGI,MONEYGRAM INTERNATIONAL INC,USD,2020Q2,2020Q2,,130.6,72.467,587.1,442.2,-4.6,279.8,,14,A,232.5067,3.21,45102020
5342,9/30/2020,2020,3,12,INDL,C,D,STD,MGI,MONEYGRAM INTERNATIONAL INC,USD,2020Q3,2020Q3,,162.9,72.474,607.6,442.2,10.9,323.2,,14,A,204.5696,2.825,45102020
5342,12/31/2020,2020,4,12,INDL,C,D,STD,MGI,MONEYGRAM INTERNATIONAL INC,USD,2020Q4,2020Q4,,196.1,72.518,673.5,443.2,7.3,323.3,,14,A,396.3109,5.465,45102020
5342,3/31/2021,2021,1,12,INDL,C,D,STD,MGI,MONEYGRAM INTERNATIONAL INC,USD,2021Q1,2021Q1,,152.8,79.741,657.6,442.2,-15.4,310.1,,14,A,523.8984,6.57,45102020
5342,6/30/2021,2021,2,12,INDL,C,D,STD,MGI,MONEYGRAM INTERNATIONAL INC,USD,2021Q2,2021Q2,,117,90.614,656.2,442.2,-11.1,329.3,,14,A,913.3891,10.08,45102020
5342,9/30/2021,2021,3,12,INDL,C,D,STD,MGI,MONEYGRAM INTERNATIONAL INC,USD,2021Q3,2021Q3,,152.6,91.664,672.6,442.2,-15.6,319.6,,14,A,735.1453,8.02,45102020
6013,3/31/2019,2019,1,12,INDL,C,D,STD,INS,INTELLIGENT SYSTEM CORP,USD,2019Q1,2019Q1,,22.071,8.851,28.746,0,2.072,6.966,1.195,11,A,282.7009,31.94,45103010
6013,6/30/2019,2019,2,12,INDL,C,D,STD,INS,INTELLIGENT SYSTEM CORP,USD,2019Q2,2019Q2,,21.875,8.851,30.83,0,2.108,7.512,0.864,11,A,254.8203,28.79,45103010
6013,9/30/2019,2019,3,12,INDL,C,D,STD,INS,INTELLIGENT SYSTEM CORP,USD,2019Q3,2019Q3,,23.676,8.898,33.962,0,3.092,9.522,1.575,11,A,369.6229,41.54,45103010
6013,12/31/2019,2019,4,12,INDL,C,D,STD,INS,INTELLIGENT SYSTEM CORP,USD,2019Q4,2019Q4,,26.415,8.925,37.749,0,3.697,10.303,1.882,11,A,356.4645,39.94,45103010
6013,3/31/2020,2020,1,12,INDL,C,D,STD,INS,INTELLIGENT SYSTEM CORP,USD,2020Q1,2020Q1,,30.538,8.925,40.599,0,1.047,7.893,0.918,11,A,303.3608,33.99,45103010
6013,6/30/2020,2020,2,12,INDL,C,D,STD,INS,INTELLIGENT SYSTEM CORP,USD,2020Q2,2020Q2,,32.316,8.925,42.925,0,2.2,8.053,0.92,11,A,304.164,34.08,45103010
6013,9/30/2020,2020,3,12,INDL,C,D,STD,INS,INTELLIGENT SYSTEM CORP,USD,2020Q3,2020Q3,,34.391,8.929,45.834,0,2.795,10.304,1.639,11,A,348.0524,38.98,45103010
6013,12/31/2020,2020,4,12,INDL,C,D,STD,INS,INTELLIGENT SYSTEM CORP,USD,2020Q4,2020Q4,,37.956,8.886,46.145,0,2.119,9.623,1.676,11,A,356.4175,40.11,45103010
6013,3/31/2021,2021,1,12,INDL,C,D,STD,INS,INTELLIGENT SYSTEM CORP,USD,2021Q1,2021Q1,,31.001,8.882,45.511,0,1.04,8.912,2.101,11,A,363.3626,40.91,45103010
6013,6/30/2021,2021,2,12,INDL,C,D,STD,INS,INTELLIGENT SYSTEM CORP,USD,2021Q2,2021Q2,,26.21,8.743,43.293,0,2.805,13.355,2.653,11,A,275.0548,31.46,45103010
6013,9/30/2021,2021,3,12,INDL,C,D,STD,INS,INTELLIGENT SYSTEM CORP,USD,2021Q3,2021Q3,,20.567,8.701,44.104,0,2.534,12.935,2.355,11,A,353.3476,40.61,45103010
6066,3/31/2019,2019,1,12,INDL,C,D,STD,IBM,INTL BUSINESS MACHINES CORP,USD,2019Q1,2019Q1,982,17134,886.643,59923,39236,1591,18182,1433,11,A,125105.3273,141.1,45102010
6066,6/30/2019,2019,2,12,INDL,C,D,STD,IBM,INTL BUSINESS MACHINES CORP,USD,2019Q2,2019Q2,954,45399,885.875,80167,38011,2498,19161,1407,11,A,122162.1625,137.9,45102010
6066,9/30/2019,2019,3,12,INDL,C,D,STD,IBM,INTL BUSINESS MACHINES CORP,USD,2019Q3,2019Q3,985,10087,885.637,79683,73565,1672,18027,1553,11,A,128789.3325,145.42,45102010
6066,12/31/2019,2019,4,12,INDL,C,D,STD,IBM,INTL BUSINESS MACHINES CORP,USD,2019Q4,2019Q4,1006,8172,887.11,78966,73457,3670,21777,1596,11,A,118908.2244,134.04,45102010
6066,3/31/2020,2020,1,12,INDL,C,D,STD,IBM,INTL BUSINESS MACHINES CORP,USD,2020Q1,2020Q1,997,11219,887.892,76613,72182,1175,17571,1625,11,A,98493.8596,110.93,45102010
6066,6/30/2020,2020,2,12,INDL,C,D,STD,IBM,INTL BUSINESS MACHINES CORP,USD,2020Q2,2020Q2,983,12040,890.579,79822,72104,1361,18123,1582,11,A,107555.2258,120.77,45102010
6066,9/30/2020,2020,3,12,INDL,C,D,STD,IBM,INTL BUSINESS MACHINES CORP,USD,2020Q3,2020Q3,984,14393,891.057,80098,72317,1698,17559,1515,11,A,108414.9052,121.67,45102010
6066,12/31/2020,2020,4,12,INDL,C,D,STD,IBM,INTL BUSINESS MACHINES CORP,USD,2020Q4,2020Q4,963,13212,892.653,78656,73413,1356,20367,1611,11,A,112367.1596,125.88,45102010
6066,3/31/2021,2021,1,12,INDL,C,D,STD,IBM,INTL BUSINESS MACHINES CORP,USD,2021Q1,2021Q1,1017,10531,893.523,76098,73520,955,17729,1630,11,A,119070.875,133.26,45102010
6066,6/30/2021,2021,2,12,INDL,C,D,STD,IBM,INTL BUSINESS MACHINES CORP,USD,2021Q2,2021Q2,1002,7350,896.32,74079,75184,1325,18745,1656,11,A,131391.5488,146.59,45102010
6066,9/30/2021,2021,3,12,INDL,C,D,STD,IBM,INTL BUSINESS MACHINES CORP,USD,2021Q3,2021Q3,983,7455,896.8,72474,74402,1130,17619,1621,11,A,124592.424,138.93,45102010
6100,3/31/2019,2019,1,12,INDL,C,D,STD,IDCC,INTERDIGITAL INC,USD,2019Q1,2019Q1,,503.24,32.06,857.489,446.716,-2.803,74.131,18.495,14,A,2115.3188,65.98,45103010
6100,6/30/2019,2019,2,12,INDL,C,D,STD,IDCC,INTERDIGITAL INC,USD,2019Q2,2019Q2,,531.698,31.126,1159.577,438.732,7.743,75.609,17.027,14,A,2004.5144,64.4,45103010
6100,9/30/2019,2019,3,12,INDL,C,D,STD,IDCC,INTERDIGITAL INC,USD,2019Q3,2019Q3,,735.886,31.133,1165.563,448.957,2.234,72.523,20.506,14,A,1633.5485,52.47,45103010
6100,12/31/2019,2019,4,12,INDL,C,D,STD,IDCC,INTERDIGITAL INC,USD,2019Q4,2019Q4,,745.491,30.701,1161.011,458.76,13.754,102.161,18.832,14,A,1672.8975,54.49,45103010
6100,3/31/2020,2020,1,12,INDL,C,D,STD,IDCC,INTERDIGITAL INC,USD,2020Q1,2020Q1,,515.793,30.749,1130.419,425.685,0.116,76.21,18.818,14,A,1372.3279,44.63,45103010
6100,6/30/2020,2020,2,12,INDL,C,D,STD,IDCC,INTERDIGITAL INC,USD,2020Q2,2020Q2,,670.292,30.804,1149.825,447.194,22.251,104.498,22.092,14,A,1744.4305,56.63,45103010
6100,9/30/2020,2020,3,12,INDL,C,D,STD,IDCC,INTERDIGITAL INC,USD,2020Q3,2020Q3,,746.561,30.806,1166.199,437.546,23.784,87.493,20.845,14,A,1757.7904,57.06,45103010
6100,12/31/2020,2020,4,12,INDL,C,D,STD,IDCC,INTERDIGITAL INC,USD,2020Q4,2020Q4,,473.474,30.816,1187.601,440.764,-1.35,90.79,22.891,14,A,1869.9149,60.68,45103010
6100,3/31/2021,2021,1,12,INDL,C,D,STD,IDCC,INTERDIGITAL INC,USD,2021Q1,2021Q1,,396.156,30.812,1151.969,407.732,5.571,82.363,22.583,14,A,1955.0214,63.45,45103010
6100,6/30/2021,2021,2,12,INDL,C,D,STD,IDCC,INTERDIGITAL INC,USD,2021Q2,2021Q2,,410.144,30.842,1136.843,403.985,1.618,87.735,21.87,14,A,2252.3913,73.03,45103010
6100,9/30/2021,2021,3,12,INDL,C,D,STD,IDCC,INTERDIGITAL INC,USD,2021Q3,2021Q3,,467.606,30.689,1156.737,394.278,26.228,143.496,22.546,14,A,2081.328,67.82,45103010
7648,3/31/2019,2019,1,12,INDL,C,D,STD,NCR,NCR CORP,USD,2019Q1,2019Q1,,414,119.8,4661,2705,37,1536,59,11,A,3269.342,27.29,45103010
7648,6/30/2019,2019,2,12,INDL,C,D,STD,NCR,NCR CORP,USD,2019Q2,2019Q2,,335,120.3,4759,2707,88,1710,62,11,A,3741.33,31.1,45103010
7648,9/30/2019,2019,3,12,INDL,C,D,STD,NCR,NCR CORP,USD,2019Q3,2019Q3,,388,127.4,4947,2754,90,1783,64,11,A,4020.744,31.56,45103010
7648,12/31/2019,2019,4,12,INDL,C,D,STD,NCR,NCR CORP,USD,2019Q4,2019Q4,413,509,127.7,5173,3852,349,1886,74,11,A,4489.932,35.16,45103010
7648,3/31/2020,2020,1,12,INDL,C,D,STD,NCR,NCR CORP,USD,2020Q1,2020Q1,,1214,127.3,5877,2821,23,1503,65,11,A,2253.21,17.7,45103010
7648,6/30/2020,2020,2,12,INDL,C,D,STD,NCR,NCR CORP,USD,2020Q2,2020Q2,,1681,128.2,6363,2823,64,1484,49,11,A,2220.424,17.32,45103010
7648,9/30/2020,2020,3,12,INDL,C,D,STD,NCR,NCR CORP,USD,2020Q3,2020Q3,,1605,128.5,6236,2828,31,1589,55,11,A,2844.99,22.14,45103010
7648,12/31/2020,2020,4,12,INDL,C,D,STD,NCR,NCR CORP,USD,2020Q4,2020Q4,442,338,129.1,4942,3811,-197,1631,65,11,A,4850.287,37.57,45103010
