gvkey,datadate,fyearq,fqtr,fyr,indfmt,consol,popsrc,datafmt,Ticker,Company Name,curcdq,datacqtr,datafqtr,Capitalized Software,Cash,Common Share Outstanding,Invested Capital - Total - Quarterly,Intangible Assets - Total,Net Income (Loss),Revenue - Total,Research and Development Expense,exchg,costat,Market Value - Total,Price Close - Quarter,GIC Sub-Industries
36570,3/31/2019,2019,1,12,INDL,C,D,STD,API,AGORA INC -ADR,USD,2019Q1,2019Q1,,,,,,-0.718,13.362,4.2,14,A,,,45103010
36570,6/30/2019,2019,2,12,INDL,C,D,STD,API,AGORA INC -ADR,USD,2019Q2,2019Q2,,,,,,-2.004,14.901,5.708,14,A,,,45103010
36570,9/30/2019,2019,3,12,INDL,C,D,STD,API,AGORA INC -ADR,USD,2019Q3,2019Q3,,,,,,-1.113,17.06,6.587,14,A,,,45103010
36570,12/31/2019,2019,4,12,INDL,C,D,STD,API,AGORA INC -ADR,USD,2019Q4,2019Q4,,105.604,29.769,112.678,0,-2.342,19.106,7.128,14,A,,,45103010
36570,3/31/2020,2020,1,12,INDL,C,D,STD,API,AGORA INC -ADR,USD,2020Q1,2020Q1,,151.652,98.919,166.611,0,2.987,35.56,11.688,14,A,,,45103010
36570,6/30/2020,2020,2,12,INDL,C,D,STD,API,AGORA INC -ADR,USD,2020Q2,2020Q2,,640.854,98.919,654.936,0,3.006,33.904,10.919,14,A,,44.17,45103010
36570,9/30/2020,2020,3,12,INDL,C,D,STD,API,AGORA INC -ADR,USD,2020Q3,2020Q3,,409.782,98.919,656.074,0,-2.925,30.847,12.449,14,A,,42.98,45103010
36570,12/31/2020,2020,4,12,INDL,C,D,STD,API,AGORA INC -ADR,USD,2020Q4,2020Q4,,111.218,103.754,656.463,3.298,-6.183,33.253,14.438,14,A,,39.56,45103010
36570,3/31/2021,2021,1,12,INDL,C,D,STD,API,AGORA INC -ADR,USD,2021Q1,2021Q1,,209.454,103.754,899.695,64.462,-14.691,40.225,25.216,14,A,,50.27,45103010
36570,6/30/2021,2021,2,12,INDL,C,D,STD,API,AGORA INC -ADR,USD,2021Q2,2021Q2,,160.46,103.754,891.677,63.927,-15.394,42.333,27.003,14,A,,41.96,45103010
36570,9/30/2021,2021,3,12,INDL,C,D,STD,API,AGORA INC -ADR,USD,2021Q3,2021Q3,,219.249,103.754,882.671,63.394,-21.096,45.038,29.668,14,A,,29,45103010
36641,3/31/2019,2019,1,12,INDL,C,D,STD,RXT,RACKSPACE TECHNOLO INC,USD,2019Q1,2019Q1,,,,,,-57.5,606.9,,14,A,,,45102030
36641,6/30/2019,2019,2,12,INDL,C,D,STD,RXT,RACKSPACE TECHNOLO INC,USD,2019Q2,2019Q2,,,,,,62.5,602.4,,14,A,,,45102030
36641,9/30/2019,2019,3,12,INDL,C,D,STD,RXT,RACKSPACE TECHNOLO INC,USD,2019Q3,2019Q3,,,,,,-60.5,601.7,,14,A,,,45102030
36641,12/31/2019,2019,4,12,INDL,C,D,STD,RXT,RACKSPACE TECHNOLO INC,USD,2019Q4,2019Q4,,83.8,165.4,5174.4,4563.2,-46.8,627.1,56,14,A,,,45102030
36641,3/31/2020,2020,1,12,INDL,C,D,STD,RXT,RACKSPACE TECHNOLO INC,USD,2020Q1,2020Q1,,125.2,165.4,5038.1,4503,-48.2,652.7,,14,A,,,45102030
36641,6/30/2020,2020,2,12,INDL,C,D,STD,RXT,RACKSPACE TECHNOLO INC,USD,2020Q2,2020Q2,,161.4,199.132,5204.9,4459.3,-32.6,656.5,,14,A,,,45102030
36641,9/30/2020,2020,3,12,INDL,C,D,STD,RXT,RACKSPACE TECHNOLO INC,USD,2020Q3,2020Q3,,253.2,200.2,5324.1,4425,-101.2,681.7,,14,A,3861.858,19.29,45102030
36641,12/31/2020,2020,4,12,INDL,C,D,STD,RXT,RACKSPACE TECHNOLO INC,USD,2020Q4,2020Q4,,104.7,201.8,5253.4,4407.4,-63.8,716.2,36.7,14,A,3846.308,19.06,45102030
36641,3/31/2021,2021,1,12,INDL,C,D,STD,RXT,RACKSPACE TECHNOLO INC,USD,2021Q1,2021Q1,,198.4,207,5277.2,4363.9,-64,725.9,,14,A,4922.46,23.78,45102030
36641,6/30/2021,2021,2,12,INDL,C,D,STD,RXT,RACKSPACE TECHNOLO INC,USD,2021Q2,2021Q2,,214.8,209,5247,4319.6,-36.6,743.8,,14,A,4098.49,19.61,45102030
36641,9/30/2021,2021,3,12,INDL,C,D,STD,RXT,RACKSPACE TECHNOLO INC,USD,2021Q3,2021Q3,,260,209.9,5201.2,4268.3,-34.8,762.5,,14,A,2984.778,14.22,45102030
36711,1/31/2019,2018,4,1,INDL,C,D,STD,NCNO,NCINO INC,USD,2018Q4,2018Q4,,74.347,75.888,66.036,0,-7.805,26.177,6.871,14,A,,,45103010
36711,4/30/2019,2019,1,1,INDL,C,D,STD,NCNO,NCINO INC,USD,2019Q1,2019Q1,,,,,,-3.419,29.836,7.366,14,A,,,45103010
36711,7/31/2019,2019,2,1,INDL,C,D,STD,NCNO,NCINO INC,USD,2019Q2,2019Q2,,,,,,-8.502,31.978,8.272,14,A,,,45103010
36711,10/31/2019,2019,3,1,INDL,C,D,STD,NCNO,NCINO INC,USD,2019Q3,2019Q3,,,,,,-6.029,37.862,9.534,14,A,,,45103010
36711,1/31/2020,2019,4,1,INDL,C,D,STD,NCNO,NCINO INC,USD,2019Q4,2019Q4,,91.184,81.527,171.629,81.933,-9.644,38.504,10.132,14,A,,,45103010
36711,4/30/2020,2020,1,1,INDL,C,D,STD,NCNO,NCINO INC,USD,2020Q1,2020Q1,,99.038,89.643,168.282,80.874,-4.769,44.712,10.965,14,A,,,45103010
36711,7/31/2020,2020,2,1,INDL,C,D,STD,NCNO,NCINO INC,USD,2020Q2,2020Q2,,388.191,91.122,431.874,81.163,-14.646,48.765,15.292,14,A,7207.7502,79.1,45103010
36711,10/31/2020,2020,3,1,INDL,C,D,STD,NCNO,NCINO INC,USD,2020Q3,2020Q3,,378.584,91.959,430.883,80.088,-9.063,54.229,15.077,14,A,6484.9487,70.52,45103010
36711,1/31/2021,2020,4,1,INDL,C,D,STD,NCNO,NCINO INC,USD,2020Q4,2020Q4,,371.425,93.644,444.909,80.286,-12.058,56.587,16.929,14,A,6714.2748,71.7,45103010
36711,4/30/2021,2021,1,1,INDL,C,D,STD,NCNO,NCINO INC,USD,2021Q1,2021Q1,,386.515,95.318,453.724,79.677,-15.008,62.355,17.425,14,A,6232.844,65.39,45103010
36711,7/31/2021,2021,2,1,INDL,C,D,STD,NCNO,NCINO INC,USD,2021Q2,2021Q2,,399.363,95.928,448.292,78.195,-13.683,66.519,18.609,14,A,6098.143,63.57,45103010
36711,10/31/2021,2021,3,1,INDL,C,D,STD,NCNO,NCINO INC,USD,2021Q3,2021Q3,,381.08,95.928,460.64,77.655,-13.636,70.036,19.956,14,A,6970.1285,72.66,45103010
36717,3/31/2019,2019,1,12,INDL,C,D,STD,JAMF,JAMF HOLDING CORP,USD,2019Q1,2019Q1,,,,,,-9.01,44.128,9.043,14,A,,,45103010
36717,6/30/2019,2019,2,12,INDL,C,D,STD,JAMF,JAMF HOLDING CORP,USD,2019Q2,2019Q2,,,,,,-7.671,48.31,9.491,14,A,,,45103010
36717,9/30/2019,2019,3,12,INDL,C,D,STD,JAMF,JAMF HOLDING CORP,USD,2019Q3,2019Q3,,,,,,-4.67,54.568,10.919,14,A,,,45103010
36717,12/31/2019,2019,4,12,INDL,C,D,STD,JAMF,JAMF HOLDING CORP,USD,2019Q4,2019Q4,,32.433,102.844,705.197,774.917,-11.249,57.021,13.376,14,A,,,45103010
36717,3/31/2020,2020,1,12,INDL,C,D,STD,JAMF,JAMF HOLDING CORP,USD,2020Q1,2020Q1,,22.677,102.862,698.099,766.559,-9.496,60.053,12.638,14,A,,,45103010
36717,6/30/2020,2020,2,12,INDL,C,D,STD,JAMF,JAMF HOLDING CORP,USD,2020Q2,2020Q2,,38.424,116.362,698.734,758.248,-0.834,62.264,11.949,14,A,,,45103010
36717,9/30/2020,2020,3,12,INDL,C,D,STD,JAMF,JAMF HOLDING CORP,USD,2020Q3,2020Q3,,177.457,116.463,815.386,749.938,-5.093,70.404,12.736,14,A,4380.1734,37.61,45103010
36717,12/31/2020,2020,4,12,INDL,C,D,STD,JAMF,JAMF HOLDING CORP,USD,2020Q4,2020Q4,,194.868,116.993,815.481,744.358,-8.965,76.426,15.149,14,A,3500.4306,29.92,45103010
36717,3/31/2021,2021,1,12,INDL,C,D,STD,JAMF,JAMF HOLDING CORP,USD,2021Q1,2021Q1,,196.19,117.706,842.447,739.354,-4.589,80.727,15.626,14,A,4157.3759,35.32,45103010
36717,6/30/2021,2021,2,12,INDL,C,D,STD,JAMF,JAMF HOLDING CORP,USD,2021Q2,2021Q2,,226.485,118.25,826.022,730.871,-16.467,86.238,17.203,14,A,3969.6525,33.57,45103010
36717,9/30/2021,2021,3,12,INDL,C,D,STD,JAMF,JAMF HOLDING CORP,USD,2021Q3,2021Q3,,227.148,118.25,1108.243,1122.807,-30.383,95.621,25.608,14,A,4554.99,38.52,45103010
36754,3/31/2019,2019,1,12,INDL,C,D,STD,BIGC,BIGCOMMERCE HOLDIN INC,USD,2019Q1,2019Q1,,,,,,-10.541,25.584,10.832,14,A,,,45102030
36754,6/30/2019,2019,2,12,INDL,C,D,STD,BIGC,BIGCOMMERCE HOLDIN INC,USD,2019Q2,2019Q2,,,,,,-11.032,27.235,10.468,14,A,,,45102030
36754,9/30/2019,2019,3,12,INDL,C,D,STD,BIGC,BIGCOMMERCE HOLDIN INC,USD,2019Q3,2019Q3,,,,,,-10.725,28.264,10.862,14,A,,,45102030
36754,12/31/2019,2019,4,12,INDL,C,D,STD,BIGC,BIGCOMMERCE HOLDIN INC,USD,2019Q4,2019Q4,,7.795,18.544,20.658,0,-10.292,31.02,10.961,14,A,,,45102030
36754,3/31/2020,2020,1,12,INDL,C,D,STD,BIGC,BIGCOMMERCE HOLDIN INC,USD,2020Q1,2020Q1,,33.026,18.992,48.069,0,-4.023,33.174,10.921,14,A,,,45102030
36754,6/30/2020,2020,2,12,INDL,C,D,STD,BIGC,BIGCOMMERCE HOLDIN INC,USD,2020Q2,2020Q2,,25.39,65.844,40.219,0,-8.481,36.316,11.345,14,A,,,45102030
36754,9/30/2020,2020,3,12,INDL,C,D,STD,BIGC,BIGCOMMERCE HOLDIN INC,USD,2020Q3,2020Q3,,178.846,67.808,181.898,0,-10.855,39.735,12.124,14,A,5648.4064,83.3,45102030
36754,12/31/2020,2020,4,12,INDL,C,D,STD,BIGC,BIGCOMMERCE HOLDIN INC,USD,2020Q4,2020Q4,,219.447,69.513,229.431,0,-14.201,43.143,13.942,14,A,4459.259,64.15,45102030
36754,3/31/2021,2021,1,12,INDL,C,D,STD,BIGC,BIGCOMMERCE HOLDIN INC,USD,2021Q1,2021Q1,,189.578,70.296,227.169,0,-8.544,46.66,13.535,14,A,4063.1088,57.8,45102030
36754,6/30/2021,2021,2,12,INDL,C,D,STD,BIGC,BIGCOMMERCE HOLDIN INC,USD,2021Q2,2021Q2,,172.872,71.11,222.335,0,-12.221,49.013,14.725,14,A,4616.4612,64.92,45102030
36754,9/30/2021,2021,3,12,INDL,C,D,STD,BIGC,BIGCOMMERCE HOLDIN INC,USD,2021Q3,2021Q3,,364.909,71.619,507.044,76.734,-21.668,59.285,16.532,14,A,3626.7862,50.64,45102030
36788,2/28/2019,2019,2,8,INDL,C,D,STD,DCT,DUCK CREEK TECHNOL INC,USD,2019Q1,2019Q2,,,,,,,,,14,A,,,45103010
36788,5/31/2019,2019,3,8,INDL,C,D,STD,DCT,DUCK CREEK TECHNOL INC,USD,2019Q2,2019Q3,,,,,,,,,14,A,,,45103010
36788,8/31/2019,2019,4,8,INDL,C,D,STD,DCT,DUCK CREEK TECHNOL INC,USD,2019Q3,2019Q4,,11.999,,393.066,371.211,-16.896,171.273,35.936,14,A,,,45103010
36788,11/30/2019,2020,1,8,INDL,C,D,STD,DCT,DUCK CREEK TECHNOL INC,USD,2019Q4,2020Q1,,,,,,-4.014,46.57,9.219,14,A,,,45103010
36788,2/29/2020,2020,2,8,INDL,C,D,STD,DCT,DUCK CREEK TECHNOL INC,USD,2020Q1,2020Q2,,,,,,-2.44,52.827,10.008,14,A,,,45103010
36788,5/31/2020,2020,3,8,INDL,C,D,STD,DCT,DUCK CREEK TECHNOL INC,USD,2020Q2,2020Q3,,19.195,128.438,419.171,358.409,-1.999,53.953,10.197,14,A,,,45103010
36788,8/31/2020,2020,4,8,INDL,C,D,STD,DCT,DUCK CREEK TECHNOL INC,USD,2020Q3,2020Q4,,389.878,130.714,755.496,354.142,-21.479,58.322,14.628,14,A,5096.5389,38.99,45103010
36788,11/30/2020,2021,1,8,INDL,C,D,STD,DCT,DUCK CREEK TECHNOL INC,USD,2020Q4,2021Q1,,361.16,130.854,752.328,350.054,-4.651,58.906,11.104,14,A,5202.755,39.76,45103010
36788,2/28/2021,2021,2,8,INDL,C,D,STD,DCT,DUCK CREEK TECHNOL INC,USD,2021Q1,2021Q2,,76.074,131.524,752.132,345.967,-6.364,62.652,12.681,14,A,6221.0852,47.3,45103010
36788,5/31/2021,2021,3,8,INDL,C,D,STD,DCT,DUCK CREEK TECHNOL INC,USD,2021Q2,2021Q3,,115.637,131.66,752.943,341.88,-0.357,67.938,12.255,14,A,5175.5546,39.31,45103010
36788,8/31/2021,2021,4,8,INDL,C,D,STD,DCT,DUCK CREEK TECHNOL INC,USD,2021Q3,2021Q4,,185.657,132,752.011,337.814,-5.559,70.854,12.509,14,A,6155.16,46.63,45103010
36896,1/31/2019,2018,4,1,INDL,C,D,STD,SUMO,SUMO LOGIC INC,USD,2018Q4,2018Q4,,65.631,13.065,31.631,2.036,-12.453,30.357,9.855,14,A,,,45103010
36896,4/30/2019,2019,1,1,INDL,C,D,STD,SUMO,SUMO LOGIC INC,USD,2019Q1,2019Q1,,,,,,-15.254,32.456,10.161,14,A,,,45103010
36896,7/31/2019,2019,2,1,INDL,C,D,STD,SUMO,SUMO LOGIC INC,USD,2019Q2,2019Q2,,,,,,-13.748,37.776,11.204,14,A,,,45103010
36896,10/31/2019,2019,3,1,INDL,C,D,STD,SUMO,SUMO LOGIC INC,USD,2019Q3,2019Q3,,,,,,-28.619,40.513,14.029,14,A,,,45103010
36896,1/31/2020,2019,4,1,INDL,C,D,STD,SUMO,SUMO LOGIC INC,USD,2019Q4,2019Q4,,101.513,18.984,119.593,68.087,-34.516,44.311,17.068,14,A,,,45103010
36896,4/30/2020,2020,1,1,INDL,C,D,STD,SUMO,SUMO LOGIC INC,USD,2020Q1,2020Q1,,,,,,-23.565,47.202,17.699,14,A,,,45103010
36896,7/31/2020,2020,2,1,INDL,C,D,STD,SUMO,SUMO LOGIC INC,USD,2020Q2,2020Q2,,98.117,98.69,120.209,64.676,-12.217,49.415,15.304,14,A,,,45103010
36896,10/31/2020,2020,3,1,INDL,C,D,STD,SUMO,SUMO LOGIC INC,USD,2020Q3,2020Q3,,407.469,102.244,438.297,62.97,-23.926,51.868,18.753,14,A,1766.7763,17.28,45103010
36896,1/31/2021,2020,4,1,INDL,C,D,STD,SUMO,SUMO LOGIC INC,USD,2020Q4,2020Q4,,404.14,102.484,431.412,61.328,-20.589,54.152,18.45,14,A,3526.4744,34.41,45103010
36896,4/30/2021,2021,1,1,INDL,C,D,STD,SUMO,SUMO LOGIC INC,USD,2021Q1,2021Q1,,143.101,106.192,430.503,59.791,-26.914,54.219,20.443,14,A,2069.6821,19.49,45103010
36896,7/31/2021,2021,2,1,INDL,C,D,STD,SUMO,SUMO LOGIC INC,USD,2021Q2,2021Q2,,96.583,110.133,451.888,132.214,-32.049,58.841,23.861,14,A,2274.2465,20.65,45103010
36898,3/31/2019,2019,1,12,INDL,C,D,STD,U,UNITY SOFTWARE INC,USD,2019Q1,2019Q1,,,,,,-32.014,123.392,54.526,11,A,,,45103010
36898,6/30/2019,2019,2,12,INDL,C,D,STD,U,UNITY SOFTWARE INC,USD,2019Q2,2019Q2,,,,,,-35.048,129.373,64.272,11,A,,,45103010
36898,9/30/2019,2019,3,12,INDL,C,D,STD,U,UNITY SOFTWARE INC,USD,2019Q3,2019Q3,,,,,,-45.549,130.943,64.034,11,A,,,45103010
36898,12/31/2019,2019,4,12,INDL,C,D,STD,U,UNITY SOFTWARE INC,USD,2019Q4,2019Q4,,129.959,123.261,393.911,280.339,-50.579,158.071,73.096,11,A,,,45103010
36898,3/31/2020,2020,1,12,INDL,C,D,STD,U,UNITY SOFTWARE INC,USD,2020Q1,2020Q1,,,,,,-26.736,166.994,81.751,11,A,,,45103010
36898,6/30/2020,2020,2,12,INDL,C,D,STD,U,UNITY SOFTWARE INC,USD,2020Q2,2020Q2,,453.258,264.117,878.515,320.87,-27.351,184.331,85.108,11,A,,,45103010
36898,9/30/2020,2020,3,12,INDL,C,D,STD,U,UNITY SOFTWARE INC,USD,2020Q3,2020Q3,,1759.415,270.967,2161.781,330.469,-144.719,200.784,116.648,11,A,23649.9998,87.28,45103010
36898,12/31/2020,2020,4,12,INDL,C,D,STD,U,UNITY SOFTWARE INC,USD,2020Q4,2020Q4,,1272.578,273.537,2135.675,343.71,-83.502,220.336,120.008,11,A,41979.7234,153.47,45103010
36898,3/31/2021,2021,1,12,INDL,C,D,STD,U,UNITY SOFTWARE INC,USD,2021Q1,2021Q1,,1119.935,279.17,2127.208,364.1,-107.46,234.772,154.015,11,A,28003.5427,100.31,45103010
36898,6/30/2021,2021,2,12,INDL,C,D,STD,U,UNITY SOFTWARE INC,USD,2021Q2,2021Q2,,1001.944,282.177,2074.357,407.835,-148.342,273.562,154.216,11,A,30991.4999,109.83,45103010
36898,9/30/2021,2021,3,12,INDL,C,D,STD,U,UNITY SOFTWARE INC,USD,2021Q3,2021Q3,,755.429,285.711,2064.069,770.795,-115.152,286.328,178.413,11,A,36071.0138,126.25,45103010
36910,3/31/2019,2019,1,12,INDL,C,D,STD,PLTR,PALANTIR TECHNOLOG INC,USD,2019Q1,2019Q1,,,,,,-146.393,146.336,75.124,11,A,,,45103010
36910,6/30/2019,2019,2,12,INDL,C,D,STD,PLTR,PALANTIR TECHNOLOG INC,USD,2019Q2,2019Q2,,,,,,-134.066,176.32,78.724,11,A,,,45103010
36910,9/30/2019,2019,3,12,INDL,C,D,STD,PLTR,PALANTIR TECHNOLOG INC,USD,2019Q3,2019Q3,,,,,,-139.86,190.541,75.88,11,A,,,45103010
36910,12/31/2019,2019,4,12,INDL,C,D,STD,PLTR,PALANTIR TECHNOLOG INC,USD,2019Q4,2019Q4,,1079.154,581.497,542.654,0,-159.327,229.358,75.835,11,A,,,45103010
36910,3/31/2020,2020,1,12,INDL,C,D,STD,PLTR,PALANTIR TECHNOLOG INC,USD,2020Q1,2020Q1,,,,,,-54.274,229.327,65.8,11,A,,,45103010
36910,6/30/2020,2020,2,12,INDL,C,D,STD,PLTR,PALANTIR TECHNOLOG INC,USD,2020Q2,2020Q2,,1497.591,1587.519,1026.953,0,-110.455,251.889,86.815,11,A,,,45103010
36910,9/30/2020,2020,3,12,INDL,C,D,STD,PLTR,PALANTIR TECHNOLOG INC,USD,2020Q3,2020Q3,,1800.19,1726.686,1449.506,0,-853.319,289.366,313.915,11,A,16403.517,9.5,45103010
36910,12/31/2020,2020,4,12,INDL,C,D,STD,PLTR,PALANTIR TECHNOLOG INC,USD,2020Q4,2020Q4,,2011.323,1792.139,1950.327,0,-148.343,322.091,94.13,11,A,42204.8735,23.55,45103010
36910,3/31/2021,2021,1,12,INDL,C,D,STD,PLTR,PALANTIR TECHNOLOG INC,USD,2021Q1,2021Q1,,2339.437,1860.607,2226.557,0,-123.474,341.234,98.471,11,A,43333.537,23.29,45103010
36910,6/30/2021,2021,2,12,INDL,C,D,STD,PLTR,PALANTIR TECHNOLOG INC,USD,2021Q2,2021Q2,,2341.156,1936.578,2285.593,0,-138.58,375.642,110.524,11,A,51048.1961,26.36,45103010
36910,9/30/2021,2021,3,12,INDL,C,D,STD,PLTR,PALANTIR TECHNOLOG INC,USD,2021Q3,2021Q3,,2335.068,1991.118,2467.702,0,-102.137,392.146,94.316,11,A,47866.4767,24.04,45103010
36945,3/31/2019,2019,1,12,INDL,C,D,STD,FROG,JFROG LTD,USD,2019Q1,2019Q1,,,,,,-1.147,21.213,5.847,14,A,,,45103020
36945,6/30/2019,2019,2,12,INDL,C,D,STD,FROG,JFROG LTD,USD,2019Q2,2019Q2,,,,,,-0.922,24.902,7.252,14,A,,,45103020
36945,9/30/2019,2019,3,12,INDL,C,D,STD,FROG,JFROG LTD,USD,2019Q3,2019Q3,,,,,,-3.114,27.844,8.665,14,A,,,45103020
36945,12/31/2019,2019,4,12,INDL,C,D,STD,FROG,JFROG LTD,USD,2019Q4,2019Q4,,39.15,27.931,142.41,22.928,-0.211,30.757,7.966,14,A,,,45103020
36945,3/31/2020,2020,1,12,INDL,C,D,STD,FROG,JFROG LTD,USD,2020Q1,2020Q1,,,,,,-2.125,32.821,9.295,14,A,,,45103020
36945,6/30/2020,2020,2,12,INDL,C,D,STD,FROG,JFROG LTD,USD,2020Q2,2020Q2,,26.461,88.675,148.383,22.136,1.699,36.431,9.776,14,A,,,45103020
36945,9/30/2020,2020,3,12,INDL,C,D,STD,FROG,JFROG LTD,USD,2020Q3,2020Q3,,324.288,91.136,546.378,21.739,-5.265,38.886,10.381,14,A,7714.6624,84.65,45103020
36945,12/31/2020,2020,4,12,INDL,C,D,STD,FROG,JFROG LTD,USD,2020Q4,2020Q4,,164.461,92.112,553.894,21.367,-3.714,42.689,11.661,14,A,5787.397,62.83,45103020
36945,3/31/2021,2021,1,12,INDL,C,D,STD,FROG,JFROG LTD,USD,2021Q1,2021Q1,,146.676,93.468,575.295,20.994,-7.895,45.087,13.836,14,A,4147.1752,44.37,45103020
36945,6/30/2021,2021,2,12,INDL,C,D,STD,FROG,JFROG LTD,USD,2021Q2,2021Q2,,259.22,93.988,576.694,20.622,-13.149,48.657,16.688,14,A,4278.3338,45.52,45103020
36945,9/30/2021,2021,3,12,INDL,C,D,STD,FROG,JFROG LTD,USD,2021Q3,2021Q3,,84.607,96.205,665.361,298.611,-20.464,53.703,23.142,14,A,3222.8675,33.5,45103020
36964,1/31/2019,2018,4,1,INDL,C,D,STD,ASAN,ASANA INC,USD,2018Q4,2018Q4,,23.778,68.257,69.359,0,-12.285,24.319,10.748,11,A,,,45103010
36964,4/30/2019,2019,1,1,INDL,C,D,STD,ASAN,ASANA INC,USD,2019Q1,2019Q1,,,,,,-14.953,27.97,13.432,11,A,,,45103010
36964,7/31/2019,2019,2,1,INDL,C,D,STD,ASAN,ASANA INC,USD,2019Q2,2019Q2,,,,,,-15.588,33.087,16.444,11,A,,,45103010
36964,10/31/2019,2019,3,1,INDL,C,D,STD,ASAN,ASANA INC,USD,2019Q3,2019Q3,,,,,,-62.803,38.079,39.712,11,A,,,45103010
36964,1/31/2020,2019,4,1,INDL,C,D,STD,ASAN,ASANA INC,USD,2019Q4,2019Q4,,306.02,76.688,318.835,0,-25.245,43.47,20.087,11,A,,,45103010
36964,4/30/2020,2020,1,1,INDL,C,D,STD,ASAN,ASANA INC,USD,2020Q1,2020Q1,,,,,,-35.845,47.706,22.383,11,A,,,45103010
36964,7/31/2020,2020,2,1,INDL,C,D,STD,ASAN,ASANA INC,USD,2020Q2,2020Q2,,449.519,151.316,544.998,0,-41.066,52.024,25.959,11,A,,,45103010
36964,10/31/2020,2020,3,1,INDL,C,D,STD,ASAN,ASANA INC,USD,2020Q3,2020Q3,,297.425,158.7,519.116,0,-73.289,58.905,32.996,11,A,3508.857,22.11,45103010
36964,1/31/2021,2020,4,1,INDL,C,D,STD,ASAN,ASANA INC,USD,2020Q4,2020Q4,,259.878,161.48,564.682,0,-61.51,68.369,39.801,11,A,5711.5476,35.37,45103010
36964,4/30/2021,2021,1,1,INDL,C,D,STD,ASAN,ASANA INC,USD,2021Q1,2021Q1,,263.933,163.471,558.748,0,-60.658,76.673,39.967,11,A,5446.8537,33.32,45103010
36964,7/31/2021,2021,2,1,INDL,C,D,STD,ASAN,ASANA INC,USD,2021Q2,2021Q2,,270.315,183.725,523.852,0,-68.355,89.478,48.454,11,A,13055.4985,71.06,45103010
36995,3/31/2019,2019,1,12,INDL,C,D,STD,NVEI,NUVEI CORP,USD,2019Q1,2019Q1,,,,,,0.634,45.284,,14,A,,,45102020
36995,6/30/2019,2019,2,12,INDL,C,D,STD,NVEI,NUVEI CORP,USD,2019Q2,2019Q2,,,,,,-1.495,50.453,,14,A,,,45102020
36995,9/30/2019,2019,3,12,INDL,C,D,STD,NVEI,NUVEI CORP,USD,2019Q3,2019Q3,,,,,,-66.054,70.752,,14,A,,,45102020
36995,12/31/2019,2019,4,12,INDL,C,D,STD,NVEI,NUVEI CORP,USD,2019Q4,2019Q4,26.557,60.072,236.893,1175.207,1176.877,-3.587,79.327,,14,A,,,45102020
36995,3/31/2020,2020,1,12,INDL,C,D,STD,NVEI,NUVEI CORP,USD,2020Q1,2020Q1,,,,,,-62.593,83.239,,14,A,,,45102020
36995,6/30/2020,2020,2,12,INDL,C,D,STD,NVEI,NUVEI CORP,USD,2020Q2,2020Q2,,75.223,251.158,1133.863,1134.536,13.216,83.325,,14,A,,,45102020
36995,9/30/2020,2020,3,12,INDL,C,D,STD,NVEI,NUVEI CORP,USD,2020Q3,2020Q3,,99.426,131.46,1265.354,1123.067,-78.579,93.755,,14,A,,,45102020
36995,12/31/2020,2020,4,12,INDL,C,D,STD,NVEI,NUVEI CORP,USD,2020Q4,2020Q4,26.781,180.722,138.172,1670.615,1494.052,21.726,115.881,,14,A,,,45102020
36995,3/31/2021,2021,1,12,INDL,C,D,STD,NVEI,NUVEI CORP,USD,2021Q1,2021Q1,,144.464,138.477,1688.515,1557.05,26.814,150.48,,14,A,,,45102020
36995,6/30/2021,2021,2,12,INDL,C,D,STD,NVEI,NUVEI CORP,USD,2021Q2,2021Q2,,533.688,139.108,2033.477,1551.793,37.83,178.239,,14,A,,,45102020
36995,9/30/2021,2021,3,12,INDL,C,D,STD,NVEI,NUVEI CORP,USD,2021Q3,2021Q3,35.993,288.734,139.433,2078.537,1890.457,26.841,183.932,,14,A,,,45102020
37076,3/31/2019,2019,1,12,INDL,C,D,STD,BSY,BENTLEY SYSTEMS INC,USD,2019Q1,2019Q1,,,,,,26.437,177.539,44.477,14,A,,,45103010
37076,6/30/2019,2019,2,12,INDL,C,D,STD,BSY,BENTLEY SYSTEMS INC,USD,2019Q2,2019Q2,,,,,,19.981,169.605,47.384,14,A,,,45103010
37076,9/30/2019,2019,3,12,INDL,C,D,STD,BSY,BENTLEY SYSTEMS INC,USD,2019Q3,2019Q3,,,,,,20.427,186.588,44.756,14,A,,,45103010
37076,12/31/2019,2019,4,12,INDL,C,D,STD,BSY,BENTLEY SYSTEMS INC,USD,2019Q4,2019Q4,7.197,121.101,254.843,568.369,526.378,36.251,202.922,46.935,14,A,,,45103010
37076,3/31/2020,2020,1,12,INDL,C,D,STD,BSY,BENTLEY SYSTEMS INC,USD,2020Q1,2020Q1,,,,,,29.669,194.69,45.135,14,A,,,45103010
37076,6/30/2020,2020,2,12,INDL,C,D,STD,BSY,BENTLEY SYSTEMS INC,USD,2020Q2,2020Q2,6.574,125.516,261.235,621.104,579.767,39.076,184.29,44.218,14,A,,,45103010
37076,9/30/2020,2020,3,12,INDL,C,D,STD,BSY,BENTLEY SYSTEMS INC,USD,2020Q3,2020Q3,5.989,137.598,262.227,629.451,588.799,5.844,202.997,50.217,14,A,8233.9278,31.4,45103010
